학교ID,학교명,학교급구분,소재지도로명주소,생성일자,변경일자,위도,경도
B000003116,인천길주초등학교,초등학교,인천광역시 계양구 용종로 90,2013-11-29,2019-09-10,37.5417122,126.742901
B000003117,인천병방초등학교,초등학교,인천광역시 계양구 병방로 2,2013-11-29,2019-09-10,37.5467854,126.7407933
B000003118,인천양촌초등학교,초등학교,인천광역시 계양구 장제로 954,2013-11-29,2019-09-10,37.5502845,126.7443117
B000003119,인천소양초등학교,초등학교,인천광역시 계양구 박촌로 53,2013-11-29,2019-09-10,37.5559362,126.7424094
B000003120,인천당산초등학교,초등학교,인천광역시 계양구 동양로 122,2013-11-29,2019-09-10,37.5588263,126.7590596
B000003121,인천귤현초등학교,초등학교,인천광역시 계양구 귤현길 15,2013-11-29,2019-09-10,37.5685474,126.7470821
B000003122,인천계양초등학교,초등학교,인천광역시 계양구 장제로 1288,2013-11-29,2019-09-10,37.5787336,126.7333767
B000003123,인천계산초등학교,초등학교,인천광역시 계양구 경명대로 1005,2013-11-29,2019-09-10,37.5447139,126.7180875
B000003124,인천안산초등학교,초등학교,인천광역시 계양구 임학서로 15,2013-11-29,2019-09-10,37.5444721,126.732256
B000003125,인천부평초등학교,초등학교,인천광역시 계양구 어사대로 20,2013-11-29,2019-09-10,37.5420227,126.7237841
B000003126,인천부현초등학교,초등학교,인천광역시 계양구 장제로755번길 30,2013-11-29,2019-09-10,37.536189,126.7316652
B000003127,인천부현동초등학교,초등학교,인천광역시 계양구 용종로 5,2013-11-29,2019-09-10,37.5345472,126.7405748
B000003128,인천작전초등학교,초등학교,인천광역시 계양구 주부토로 456,2013-11-29,2019-09-10,37.5349659,126.7286743
B000003129,인천작동초등학교,초등학교,인천광역시 계양구 까치말로 35,2013-11-29,2019-09-10,37.5288644,126.7356736
B000003130,인천명현초등학교,초등학교,인천광역시 계양구 봉오대로569번길 10,2013-11-29,2019-09-10,37.5317785,126.7125977
B000003131,인천효성서초등학교,초등학교,인천광역시 계양구 봉오대로 457,2013-11-29,2019-09-10,37.5283631,126.6987409
B000003132,인천계양초등학교상야분교장,초등학교,인천광역시 계양구 벌말로 572-1,2013-11-29,2019-09-10,37.5793364,126.7800432
B000003133,인천해원초등학교,초등학교,인천광역시 서구 청라사파이어로140번길 5,2013-11-29,2019-09-10,37.5276113,126.6260924
B000003134,인천경명초등학교,초등학교,인천광역시 서구 크리스탈로 130,2013-11-29,2019-09-10,37.53699941,126.6373144
B000003135,인천공촌초등학교,초등학교,인천광역시 서구 심곡로188번길 21,2013-11-29,2019-09-10,37.5484833,126.6840378
B000003137,인천간재울초등학교,초등학교,인천광역시 서구 승학로 433,2013-11-29,2019-09-10,37.56027,126.672335
B000003138,인천경서초등학교,초등학교,인천광역시 서구 경서로31번길 31,2013-11-29,2019-09-10,37.5565611,126.6510434
B000003139,인천청라초등학교,초등학교,인천광역시 서구 청라에메랄드로 139,2013-11-29,2019-09-10,37.53774995,126.6556954
B000003140,인천초은초등학교,초등학교,인천광역시 서구 청라에메랄드로 33,2013-11-29,2019-09-10,37.52842328,126.6558477
B000003141,인천양지초등학교,초등학교,인천광역시 서구 승학로197번길 11,2013-11-29,2019-09-10,37.5400052,126.6711558
B000003142,인천심곡초등학교,초등학교,인천광역시 서구 심곡로 114,2013-11-29,2019-09-10,37.5434132,126.6827552
B000003143,인천신석초등학교,초등학교,인천광역시 서구 새오개로 9,2013-11-29,2019-09-10,37.5108159,126.6643735
B000003144,인천석남초등학교,초등학교,인천광역시 서구 서달로130번길 4,2013-11-29,2019-09-10,37.5103315,126.6800981
B000003145,인천천마초등학교,초등학교,인천광역시 서구 서달로 58-5,2013-11-29,2019-09-10,37.5049287,126.6792847
B000003146,인천봉수초등학교,초등학교,인천광역시 서구 봉오대로267번길 11-4,2013-11-29,2019-09-10,37.52638649,126.6786857
B000003147,인천신현북초등학교,초등학교,인천광역시 서구 원창로 147,2013-11-29,2019-09-10,37.5187362,126.6663194
B000003148,인천가림초등학교,초등학교,인천광역시 서구 장고개로293번길 29,2013-11-29,2019-09-10,37.49022,126.6808549
B000003149,인천봉화초등학교,초등학교,인천광역시 서구 건지로250번길 43,2013-11-29,2019-09-10,37.4954765,126.6703195
B000003150,인천건지초등학교,초등학교,인천광역시 서구 건지로318번길 39,2013-11-29,2019-09-10,37.4952973,126.677847
B000003151,인천능내초등학교,초등학교,인천광역시 서구 검단로540번길 23,2013-11-29,2019-09-10,37.6027403,126.6660939
B000003152,인천검단초등학교,초등학교,인천광역시 서구 마전로115번길 24,2013-11-29,2019-09-10,37.6107916,126.6697067
B000003153,인천완정초등학교,초등학교,인천광역시 서구 완정로 99,2013-11-29,2019-09-10,37.5983115,126.6643228
B000003154,인천불로초등학교,초등학교,인천광역시 서구 검단로744번1길 50,2013-11-29,2019-09-10,37.6139554,126.6891897
B000003155,인천목향초등학교,초등학교,인천광역시 서구 고산후로 377,2013-11-29,2019-09-10,37.6163192,126.6946272
B000003156,인천왕길초등학교,초등학교,인천광역시 서구 봉수대로1440번길 20,2013-11-29,2019-09-10,37.601981,126.6510343
B000003157,인천단봉초등학교,초등학교,인천광역시 서구 단봉로 122,2013-11-29,2019-09-10,37.5981727,126.6384957
B000003158,인천원당초등학교,초등학교,인천광역시 서구 원당대로820번길 16,2013-11-29,2019-09-10,37.5925143,126.6912702
B000003159,인천발산초등학교,초등학교,인천광역시 서구 고산후로78번길 6,2013-11-29,2019-09-10,37.5902717,126.6988163
B000003160,인천창신초등학교,초등학교,인천광역시 서구 고산후로161번길 6,2013-11-29,2019-09-10,37.5988804,126.6982021
B000003161,인천금곡초등학교,초등학교,인천광역시 서구 완정로228번길 19,2013-11-29,2019-09-10,37.6054481,126.6509388
B000003162,인천가석초등학교,초등학교,인천광역시 서구 서달로 174,2013-11-29,2019-09-10,37.5143383,126.6795459
B000003163,인천가좌초등학교,초등학교,인천광역시 서구 장고개로309번길 5,2013-11-29,2019-09-10,37.49016,126.6839565
B000003164,인천가정초등학교,초등학교,인천광역시 서구 장고개로 336-1,2013-11-29,2019-09-10,37.491587,126.6884694
B000003165,인천당하초등학교,초등학교,인천광역시 서구 청마로 144,2013-11-29,2019-09-10,37.5901155,126.6780316
B000003166,인천마전초등학교,초등학교,인천광역시 서구 완정로34번길 23,2013-11-29,2019-09-10,37.5976877,126.6706554
B000003167,인천석남서초등학교,초등학교,인천광역시 서구 건지로249번길 6,2013-11-29,2019-09-10,37.500018,126.6707486
B000003168,인천가현초등학교,초등학교,인천광역시 서구 염곡로 417,2013-11-29,2019-09-10,37.5223152,126.6684961
B000003169,인천신현초등학교,초등학교,인천광역시 서구 율도로77번길 1,2013-11-29,2019-09-10,37.5142378,126.6699444
B000003170,인천서곶초등학교,초등학교,인천광역시 서구 대평로56번길 9,2013-11-29,2019-09-10,37.5481266,126.669605
B000003171,인천검암초등학교,초등학교,인천광역시 서구 승학로599번길 45,2013-11-29,2019-09-10,37.5675739,126.6784991
B000003172,인천은지초등학교,초등학교,인천광역시 서구 승학로572번길 22,2013-11-29,2019-09-10,37.5645113,126.6849462
B000003173,길상초등학교,초등학교,인천광역시 강화군 길상면 삼랑성길 22,2013-11-29,2019-09-10,37.6387965,126.4906728
B000003174,양도초등학교,초등학교,인천광역시 강화군 양도면 강화남로 1036,2013-11-29,2019-09-10,37.6893455,126.4194245
B000003175,조산초등학교,초등학교,인천광역시 강화군 양도면 강화남로 510,2013-11-29,2019-09-10,37.6537644,126.4377495
B000003176,화도초등학교,초등학교,인천광역시 강화군 화도면 마니산로 717,2013-11-29,2019-09-10,37.6325124,126.4188947
B000003177,대월초등학교,초등학교,인천광역시 강화군 강화읍 대월로 216,2013-11-29,2019-09-10,37.7615671,126.489521
B000003178,갑룡초등학교,초등학교,인천광역시 강화군 강화읍 갑룡길 88,2013-11-29,2019-09-10,37.7444414,126.5025755
B000003179,강화초등학교,초등학교,인천광역시 강화군 강화읍 북문길 36,2013-11-29,2019-09-10,37.7510216,126.4855112
B000003180,합일초등학교,초등학교,인천광역시 강화군 강화읍 합일길 3,2013-11-29,2019-09-10,37.7448958,126.4824554
B000003181,송해초등학교,초등학교,인천광역시 강화군 송해면 전망대로 93-12,2013-11-29,2019-09-10,37.7703167,126.460177
B000003182,선원초등학교,초등학교,인천광역시 강화군 선원면 강화동로 924,2013-11-29,2019-09-10,37.7153063,126.4795186
B000003183,불은초등학교,초등학교,인천광역시 강화군 불은면 불은남로544번길 9,2013-11-29,2019-09-10,37.6843432,126.4867806
B000003184,삼성초등학교,초등학교,인천광역시 강화군 불은면 중앙로 609,2013-11-29,2019-09-10,37.7082267,126.4491754
B000003185,하점초등학교,초등학교,인천광역시 강화군 하점면 강화대로 1190,2013-11-29,2019-09-10,37.7742738,126.4126634
B000003186,명신초등학교,초등학교,인천광역시 강화군 하점면 강화서로560번길 22,2013-11-29,2019-09-10,37.7447566,126.3897467
B000003187,양사초등학교,초등학교,인천광역시 강화군 양사면 덕하로 145,2013-11-29,2019-09-10,37.8040268,126.4204328
B000003188,내가초등학교,초등학교,인천광역시 강화군 내가면 강화서로 264,2013-11-29,2019-09-10,37.7205604,126.3901391
B000003189,해명초등학교,초등학교,인천광역시 강화군 삼산면 삼산남로 345,2013-11-29,2019-09-10,37.6683102,126.3625143
B000003190,삼산초등학교,초등학교,인천광역시 강화군 삼산면 삼산북로 451,2013-11-29,2019-09-10,37.7033686,126.3218035
B000003192,교동초등학교,초등학교,인천광역시 강화군 교동면 대룡안길 29,2013-11-29,2019-09-10,37.78369537,126.2817106
B000003193,교동초등학교지석분교장,초등학교,인천광역시 강화군 교동면 교동북로 275-1,2013-11-29,2019-09-10,37.8011127,126.2567666
B000003194,서도초등학교,초등학교,인천광역시 강화군 서도면 주문도길 173,2013-11-29,2019-09-10,37.6478235,126.2520701
B000003196,광주중앙초등학교,초등학교,광주광역시 동구 제봉로 167,2013-11-29,2019-09-10,35.1512907,126.9181787
B000003197,광주계림초등학교,초등학교,광주광역시 동구 중앙로 320,2013-11-29,2019-09-10,35.1600652,126.9213664
B000003198,광주장원초등학교,초등학교,광주광역시 동구 무등로 533,2013-11-29,2019-09-10,35.157459,126.9378677
B000003199,광주동산초등학교,초등학교,광주광역시 동구 준법로 16,2013-11-29,2019-09-10,35.1486634,126.934795
B000003200,광주남초등학교,초등학교,광주광역시 동구 지원로5번길 20,2013-11-29,2019-09-10,35.1262498,126.9331932
B000003201,율곡초등학교,초등학교,광주광역시 동구 밤실로 142,2013-11-29,2019-09-10,35.1603439,126.9360696
B000003202,광주산수초등학교,초등학교,광주광역시 동구 산수길 28,2013-11-29,2019-09-10,35.1558405,126.9280513
B000003203,광주서석초등학교,초등학교,광주광역시 동구 제봉로82번길 26,2013-11-29,2019-09-10,35.1471692,126.9247356
B000003204,광주용산초등학교,초등학교,광주광역시 동구 화산로 334,2013-11-29,2019-09-10,35.1188668,126.9315187
B000003205,광주학운초등학교,초등학교,광주광역시 동구 의재로 181,2013-11-29,2019-09-10,35.1330017,126.9469611
B000003206,살레시오초등학교,초등학교,광주광역시 서구 전평길 40-1,2013-11-29,2019-09-10,35.11849547,126.8504592
B000003207,빛고을초등학교,초등학교,광주광역시 서구 동천로 7,2013-11-29,2019-09-10,35.1691454,126.8594675
B000003208,광림초등학교,초등학교,광주광역시 서구 하남대로710번길 19,2013-11-29,2019-09-10,35.1693776,126.8705537
B000003209,광주교육대학교광주부설초등학교,초등학교,광주광역시 북구 필문대로 55,2013-11-29,2019-09-10,35.16471468,126.9256988
B000003210,광주수창초등학교,초등학교,광주광역시 북구 금남로 99,2013-11-29,2019-09-10,35.1566608,126.9073159
B000003211,용주초등학교,초등학교,광주광역시 북구 용주로 15,2013-11-29,2019-09-10,35.1815277,126.8994435
B000003212,광주우산초등학교,초등학교,광주광역시 북구 서방로63번길 67,2013-11-29,2019-09-10,35.1758843,126.9205112
B000003213,광주문화초등학교,초등학교,광주광역시 북구 군왕로 135,2013-11-29,2019-09-10,35.1736446,126.9314492
B000003214,문산초등학교,초등학교,광주광역시 북구 문산로 66,2013-11-29,2019-09-10,35.1871683,126.9251609
B000003215,문흥초등학교,초등학교,광주광역시 북구 면앙로 19,2013-11-29,2019-09-10,35.1807662,126.9144494
B000003216,문정초등학교,초등학교,광주광역시 북구 대천로169번길 7,2013-11-29,2019-09-10,35.1892117,126.9213792
B000003217,문흥중앙초등학교,초등학교,광주광역시 북구 문산로 17,2013-11-29,2019-09-10,35.1837311,126.92103
B000003218,문우초등학교,초등학교,광주광역시 북구 능안로 7,2013-11-29,2019-09-10,35.18612126,126.9164071
B000003219,오정초등학교,초등학교,광주광역시 북구 대천로 55,2013-11-29,2019-09-10,35.1857965,126.9121782
B000003220,매곡초등학교,초등학교,광주광역시 북구 초당로 25,2013-11-29,2019-09-10,35.1943862,126.8942871
B000003221,일곡초등학교,초등학교,광주광역시 북구 설죽로 530,2013-11-29,2019-09-10,35.2073007,126.8985928
B000003222,일신초등학교,초등학교,광주광역시 북구 일곡마을로 187,2013-11-29,2019-09-10,35.211126,126.895107
B000003223,광주동운초등학교,초등학교,광주광역시 북구 북문대로8번길 21,2013-11-29,2019-09-10,35.1749481,126.8841772
B000003224,광주운암초등학교,초등학교,광주광역시 북구 서강로 79-14,2013-11-29,2019-09-10,35.1805183,126.870886
B000003225,양지초등학교,초등학교,광주광역시 북구 자라봉로63번길 16,2013-11-29,2019-09-10,35.2084023,126.8812042
B000003226,광주양산초등학교,초등학교,광주광역시 북구 연양로 33,2013-11-29,2019-09-10,35.2072055,126.8715139
